	Unnamed: 0.2	Unnamed: 0.1	Unnamed: 0	identifier	value	raw_string	json	benchmark_name	title	app_version	description	scale	proportion	benchmark_title	benchmark_id
42	42	42	2.0	cntr-nofopen-keepcache	83.78480000000002	121.4158:76.00450000000001:79.739:80.62890000000002:83.12590000000002:78.56970000000001:80.1416:79.53770000000002:79.585:81.74980000000001:81.38130000000001:83.08740000000002:83.15230000000001:84.86830000000002	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-O2 -lz -lm -ldl -lpthread""},""test-run-times"":""110.38:69.09:72.49:73.30:75.57:71.43:72.86:72.31:72.35:74.32:73.98:75.53:75.59:77.15""}"	pts/sqlite-2.1.0	SQLite	3.30.1	Threads / Copies: 32	Seconds	LIB	SQLite: Threads / Copies: 32	SQLite: Threads / Copies: 32 [Seconds]
43	43	43	3.0	cntr-nofopen-keepcache	170.49670000000003	174.537:169.9016:167.05260000000004	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-O2 -lz -lm -ldl -lpthread""},""test-run-times"":""158.67:154.46:151.87""}"	pts/sqlite-2.1.0	SQLite	3.30.1	Threads / Copies: 64	Seconds	LIB	SQLite: Threads / Copies: 64	SQLite: Threads / Copies: 64 [Seconds]
44	44	44	4.0	cntr-nofopen-keepcache	325.6209	322.19660000000005:324.8707:329.79540000000003	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-O2 -lz -lm -ldl -lpthread""},""test-run-times"":""292.91:295.34:299.81""}"	pts/sqlite-2.1.0	SQLite	3.30.1	Threads / Copies: 128	Seconds	LIB	SQLite: Threads / Copies: 128	SQLite: Threads / Copies: 128 [Seconds]
45	45	45	5.0	cntr-nofopen-keepcache	5255.1	5592.6:5251.5:5412.6:4867.2:5302.8:5235.3:5222.7:4984.2:5259.6:5291.1:5279.400000000001:5285.7:5229.900000000001:5301.900000000001:5312.7	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-rdynamic -lrt -lz -lpthread -lm -ldl -laio -std=gnu99 -ffast-math -include -O3 -fcommon -U_FORTIFY_SOURCE -march=native""},""test-run-times"":""31.32:31.30:31.41:31.31:31.31:31.29:31.31:31.33:31.38:31.29:31.30:31.29:31.33:31.32:31.29""}"	pts/fio-1.15.0	Flexible IO Tester	3.29	Type: Random Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory	MB/s	HIB	Flexible IO Tester: Type: Random Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory	Flexible IO Tester: Type: Random Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory [MB/s]
46	46	46	6.0	cntr-nofopen-keepcache	2624.4	2792.7000000000003:2622.6:2702.7000000000003:2430.0:2648.7000000000003:2614.5:2608.2000000000003:2488.5:2626.2000000000003:2642.4:2636.1:2639.7000000000003:2611.8:2647.8:2653.2000000000003	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-rdynamic -lrt -lz -lpthread -lm -ldl -laio -std=gnu99 -ffast-math -include -O3 -fcommon -U_FORTIFY_SOURCE -march=native""},""test-run-times"":""31.32:31.30:31.41:31.31:31.31:31.29:31.31:31.33:31.38:31.29:31.30:31.29:31.33:31.32:31.29""}"	pts/fio-1.15.0	Flexible IO Tester	3.29	Type: Random Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory	IOPS	HIB	Flexible IO Tester: Type: Random Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory	Flexible IO Tester: Type: Random Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory [IOPS]
47	47	47	7.0	cntr-nofopen-keepcache	609.3000000000001	610.2:608.4:609.3000000000001	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-rdynamic -lrt -lz -lpthread -lm -ldl -laio -std=gnu99 -ffast-math -include -O3 -fcommon -U_FORTIFY_SOURCE -march=native""},""test-run-times"":""32.45:32.53:32.45""}"	pts/fio-1.15.0	Flexible IO Tester	3.29	Type: Random Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory	MB/s	HIB	Flexible IO Tester: Type: Random Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory	Flexible IO Tester: Type: Random Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory [MB/s]
48	48	48	8.0	cntr-nofopen-keepcache	155999.7	156600.0:155700.0:155700.0	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-rdynamic -lrt -lz -lpthread -lm -ldl -laio -std=gnu99 -ffast-math -include -O3 -fcommon -U_FORTIFY_SOURCE -march=native""},""test-run-times"":""32.45:32.53:32.45""}"	pts/fio-1.15.0	Flexible IO Tester	3.29	Type: Random Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory	IOPS	HIB	Flexible IO Tester: Type: Random Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory	Flexible IO Tester: Type: Random Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory [IOPS]
49	49	49	9.0	cntr-nofopen-keepcache	2745.0	2709.0:2805.3:2720.7000000000003	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-rdynamic -lrt -lz -lpthread -lm -ldl -laio -std=gnu99 -ffast-math -include -O3 -fcommon -U_FORTIFY_SOURCE -march=native""},""test-run-times"":""30.37:30.33:30.33""}"	pts/fio-1.15.0	Flexible IO Tester	3.29	Type: Random Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory	MB/s	HIB	Flexible IO Tester: Type: Random Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory	Flexible IO Tester: Type: Random Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory [MB/s]
50	50	50	10.0	cntr-nofopen-keepcache	1368.9	1350.9:1399.5:1357.2	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-rdynamic -lrt -lz -lpthread -lm -ldl -laio -std=gnu99 -ffast-math -include -O3 -fcommon -U_FORTIFY_SOURCE -march=native""},""test-run-times"":""30.37:30.33:30.33""}"	pts/fio-1.15.0	Flexible IO Tester	3.29	Type: Random Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory	IOPS	HIB	Flexible IO Tester: Type: Random Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory	Flexible IO Tester: Type: Random Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory [IOPS]
51	51	51	11.0	cntr-nofopen-keepcache	295.2	294.3:295.2:295.2	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-rdynamic -lrt -lz -lpthread -lm -ldl -laio -std=gnu99 -ffast-math -include -O3 -fcommon -U_FORTIFY_SOURCE -march=native""},""test-run-times"":""30.27:30.28:30.29""}"	pts/fio-1.15.0	Flexible IO Tester	3.29	Type: Random Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory	MB/s	HIB	Flexible IO Tester: Type: Random Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory	Flexible IO Tester: Type: Random Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory [MB/s]
52	52	52	12.0	cntr-nofopen-keepcache	75539.7	75420.0:75600.0:75600.0	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-rdynamic -lrt -lz -lpthread -lm -ldl -laio -std=gnu99 -ffast-math -include -O3 -fcommon -U_FORTIFY_SOURCE -march=native""},""test-run-times"":""30.27:30.28:30.29""}"	pts/fio-1.15.0	Flexible IO Tester	3.29	Type: Random Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory	IOPS	HIB	Flexible IO Tester: Type: Random Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory	Flexible IO Tester: Type: Random Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory [IOPS]
53	53	53	13.0	cntr-nofopen-keepcache	5250.6	5321.7:4769.1:5290.2:5275.8:5278.5:5310.0:5270.400000000001:5299.2:5297.400000000001:5297.400000000001:5306.400000000001:5293.8	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-rdynamic -lrt -lz -lpthread -lm -ldl -laio -std=gnu99 -ffast-math -include -O3 -fcommon -U_FORTIFY_SOURCE -march=native""},""test-run-times"":""31.32:31.33:31.31:31.28:31.29:31.30:31.30:31.30:31.29:31.29:31.29:31.30""}"	pts/fio-1.15.0	Flexible IO Tester	3.29	Type: Sequential Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory	MB/s	HIB	Flexible IO Tester: Type: Sequential Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory	Flexible IO Tester: Type: Sequential Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory [MB/s]
54	54	54	14.0	cntr-nofopen-keepcache	2622.6	2657.7000000000003:2381.4:2641.5:2634.3:2636.1:2652.3:2631.6:2646.9:2645.1:2645.1:2650.5:2644.2000000000003	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-rdynamic -lrt -lz -lpthread -lm -ldl -laio -std=gnu99 -ffast-math -include -O3 -fcommon -U_FORTIFY_SOURCE -march=native""},""test-run-times"":""31.32:31.33:31.31:31.28:31.29:31.30:31.30:31.30:31.29:31.29:31.29:31.30""}"	pts/fio-1.15.0	Flexible IO Tester	3.29	Type: Sequential Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory	IOPS	HIB	Flexible IO Tester: Type: Sequential Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory	Flexible IO Tester: Type: Sequential Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory [IOPS]
55	55	55	15.0	cntr-nofopen-keepcache	625.5	625.5:625.5:625.5	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-rdynamic -lrt -lz -lpthread -lm -ldl -laio -std=gnu99 -ffast-math -include -O3 -fcommon -U_FORTIFY_SOURCE -march=native""},""test-run-times"":""32.15:32.19:32.20""}"	pts/fio-1.15.0	Flexible IO Tester	3.29	Type: Sequential Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory	MB/s	HIB	Flexible IO Tester: Type: Sequential Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory	Flexible IO Tester: Type: Sequential Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory [MB/s]
56	56	56	16.0	cntr-nofopen-keepcache	160200.0	160200.0:160200.0:160200.0	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-rdynamic -lrt -lz -lpthread -lm -ldl -laio -std=gnu99 -ffast-math -include -O3 -fcommon -U_FORTIFY_SOURCE -march=native""},""test-run-times"":""32.15:32.19:32.20""}"	pts/fio-1.15.0	Flexible IO Tester	3.29	Type: Sequential Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory	IOPS	HIB	Flexible IO Tester: Type: Sequential Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory	Flexible IO Tester: Type: Sequential Read - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory [IOPS]
57	57	57	17.0	cntr-nofopen-keepcache	2746.8	2716.2000000000003:2761.2000000000003:2763.0	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-rdynamic -lrt -lz -lpthread -lm -ldl -laio -std=gnu99 -ffast-math -include -O3 -fcommon -U_FORTIFY_SOURCE -march=native""},""test-run-times"":""30.33:30.33:30.35""}"	pts/fio-1.15.0	Flexible IO Tester	3.29	Type: Sequential Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory	MB/s	HIB	Flexible IO Tester: Type: Sequential Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory	Flexible IO Tester: Type: Sequential Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory [MB/s]
58	58	58	18.0	cntr-nofopen-keepcache	1369.8	1354.5:1377.0:1377.9	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-rdynamic -lrt -lz -lpthread -lm -ldl -laio -std=gnu99 -ffast-math -include -O3 -fcommon -U_FORTIFY_SOURCE -march=native""},""test-run-times"":""30.33:30.33:30.35""}"	pts/fio-1.15.0	Flexible IO Tester	3.29	Type: Sequential Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory	IOPS	HIB	Flexible IO Tester: Type: Sequential Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory	Flexible IO Tester: Type: Sequential Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 2MB - Disk Target: Default Test Directory [IOPS]
59	59	59	19.0	cntr-nofopen-keepcache	301.5	302.40000000000003:299.7:302.40000000000003	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-rdynamic -lrt -lz -lpthread -lm -ldl -laio -std=gnu99 -ffast-math -include -O3 -fcommon -U_FORTIFY_SOURCE -march=native""},""test-run-times"":""30.28:30.30:30.27""}"	pts/fio-1.15.0	Flexible IO Tester	3.29	Type: Sequential Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory	MB/s	HIB	Flexible IO Tester: Type: Sequential Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory	Flexible IO Tester: Type: Sequential Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory [MB/s]
60	60	60	20.0	cntr-nofopen-keepcache	77249.7	77490.0:76770.0:77490.0	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-rdynamic -lrt -lz -lpthread -lm -ldl -laio -std=gnu99 -ffast-math -include -O3 -fcommon -U_FORTIFY_SOURCE -march=native""},""test-run-times"":""30.28:30.30:30.27""}"	pts/fio-1.15.0	Flexible IO Tester	3.29	Type: Sequential Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory	IOPS	HIB	Flexible IO Tester: Type: Sequential Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory	Flexible IO Tester: Type: Sequential Write - IO Engine: Linux AIO - Buffered: No - Direct: Yes - Block Size: 4KB - Disk Target: Default Test Directory [IOPS]
61	61	61	21.0	cntr-nofopen-keepcache	338.58	327.15000000000003:334.44000000000005:347.13:350.19000000000005:339.84000000000003:332.55:338.76	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""""},""test-run-times"":""56.41:55.18:54.74:55.34:56.26:58.67:59.60""}"	pts/fs-mark-1.0.3	FS-Mark	3.3	Test: 1000 Files, 1MB Size	Files/s	HIB	FS-Mark: Test: 1000 Files, 1MB Size	FS-Mark: Test: 1000 Files, 1MB Size [Files/s]
62	62	62	22.0	cntr-nofopen-keepcache	813.15	917.1:899.8199999999999:782.19:751.41:757.71:873.36:832.95:812.25:746.8199999999999:755.5500000000001:833.76:794.61	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""""},""test-run-times"":""110.14:128.72:127.01:126.16:125.77:121.57:123.60:133.11:129.15:125.88:125.03:120.29""}"	pts/fs-mark-1.0.3	FS-Mark	3.3	Test: 5000 Files, 1MB Size, 4 Threads	Files/s	HIB	FS-Mark: Test: 5000 Files, 1MB Size, 4 Threads	FS-Mark: Test: 5000 Files, 1MB Size, 4 Threads [Files/s]
63	63	63	23.0	cntr-nofopen-keepcache	333.45	314.90999999999997:332.37:307.26:332.01:340.38:323.90999999999997:337.77000000000004:338.49:336.6:336.51:336.96:347.40000000000003:335.7:344.61:336.33	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""""},""test-run-times"":""122.28:129.51:128.87:117.10:114.75:117.64:114.85:114.60:114.93:114.96:113.91:114.07:113.19:113.97:114.92""}"	pts/fs-mark-1.0.3	FS-Mark	3.3	Test: 4000 Files, 32 Sub Dirs, 1MB Size	Files/s	HIB	FS-Mark: Test: 4000 Files, 32 Sub Dirs, 1MB Size	FS-Mark: Test: 4000 Files, 32 Sub Dirs, 1MB Size [Files/s]
64	64	64	24.0	cntr-nofopen-keepcache	391.14000000000004	403.2:341.64000000000004:411.84000000000003:414.36:411.75:367.29:348.3:411.57:410.40000000000003	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""""},""test-run-times"":""279.36:266.10:236.98:236.67:277.34:291.96:255.71:241.73:237.37""}"	pts/fs-mark-1.0.3	FS-Mark	3.3	Test: 1000 Files, 1MB Size, No Sync/FSync	Files/s	HIB	FS-Mark: Test: 1000 Files, 1MB Size, No Sync/FSync	FS-Mark: Test: 1000 Files, 1MB Size, No Sync/FSync [Files/s]
65	65	65	25.0	cntr-nofopen-keepcache	381.22920000000005	437.95259999999996:407.5668:329.4351:370.3743:415.8684:330.56730000000005:405.4581:366.5898:367.254	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-lpopt -O2""},""test-run-times"":""720.22:720.24:720.39:720.37:720.32:720.55:720.32:721.07:720.49""}"	pts/dbench-1.0.2	Dbench	4.0	12 Clients	MB/s	HIB	Dbench: 12 Clients	Dbench: 12 Clients [MB/s]
66	66	66	26.0	cntr-nofopen-keepcache	150.04530000000003	155.0412:150.74640000000002:142.4826:144.5283:145.58849999999998:141.98309999999998:157.5216:155.9835:156.53250000000003	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-lpopt -O2""},""test-run-times"":""720.14:720.14:720.17:720.14:720.14:720.16:720.14:720.14:720.14""}"	pts/dbench-1.0.2	Dbench	4.0	1 Clients	MB/s	HIB	Dbench: 1 Clients	Dbench: 1 Clients [MB/s]
67	67	67	27.0	cntr-nofopen-keepcache	412.425	419.26500000000004:407.043:410.976	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-O2 -lm -lmpi""},""min-result"":193.87,""max-result"":546.22,""test-run-times"":""4.99:4.80:4.68""}"	pts/ior-1.1.1	IOR	3.3.0	Block Size: 2MB - Disk Target: Default Test Directory	MB/s	HIB	IOR: Block Size: 2MB - Disk Target: Default Test Directory	IOR: Block Size: 2MB - Disk Target: Default Test Directory [MB/s]
68	68	68	28.0	cntr-nofopen-keepcache	416.772	423.351:405.711:421.254	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-O2 -lm -lmpi""},""min-result"":210.89,""max-result"":528.85,""test-run-times"":""6.99:7.21:7.05""}"	pts/ior-1.1.1	IOR	3.3.0	Block Size: 4MB - Disk Target: Default Test Directory	MB/s	HIB	IOR: Block Size: 4MB - Disk Target: Default Test Directory	IOR: Block Size: 4MB - Disk Target: Default Test Directory [MB/s]
69	69	69	29.0	cntr-nofopen-keepcache	424.134	426.897:424.98:420.534	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-O2 -lm -lmpi""},""min-result"":295.3,""max-result"":515.68,""test-run-times"":""11.09:10.84:10.88""}"	pts/ior-1.1.1	IOR	3.3.0	Block Size: 8MB - Disk Target: Default Test Directory	MB/s	HIB	IOR: Block Size: 8MB - Disk Target: Default Test Directory	IOR: Block Size: 8MB - Disk Target: Default Test Directory [MB/s]
70	70	70	30.0	cntr-nofopen-keepcache	427.14000000000004	425.016:431.046:425.358	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-O2 -lm -lmpi""},""min-result"":363.82,""max-result"":504.07,""test-run-times"":""19.05:18.73:19.04""}"	pts/ior-1.1.1	IOR	3.3.0	Block Size: 16MB - Disk Target: Default Test Directory	MB/s	HIB	IOR: Block Size: 16MB - Disk Target: Default Test Directory	IOR: Block Size: 16MB - Disk Target: Default Test Directory [MB/s]
71	71	71	31.0	cntr-nofopen-keepcache	416.934	419.067:418.23:413.514	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-O2 -lm -lmpi""},""min-result"":376.05,""max-result"":486.03,""test-run-times"":""35.35:35.63:35.68""}"	pts/ior-1.1.1	IOR	3.3.0	Block Size: 32MB - Disk Target: Default Test Directory	MB/s	HIB	IOR: Block Size: 32MB - Disk Target: Default Test Directory	IOR: Block Size: 32MB - Disk Target: Default Test Directory [MB/s]
72	72	72	32.0	cntr-nofopen-keepcache	415.062	414.65700000000004:414.603:415.91700000000003	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-O2 -lm -lmpi""},""min-result"":403.99,""max-result"":479.05,""test-run-times"":""66.87:67.10:67.34""}"	pts/ior-1.1.1	IOR	3.3.0	Block Size: 64MB - Disk Target: Default Test Directory	MB/s	HIB	IOR: Block Size: 64MB - Disk Target: Default Test Directory	IOR: Block Size: 64MB - Disk Target: Default Test Directory [MB/s]
73	73	73	33.0	cntr-nofopen-keepcache	407.871	376.254:375.435:416.898:415.089:417.87:416.961:417.618:417.114:417.591	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-O2 -lm -lmpi""},""min-result"":115.16,""max-result"":473.93,""test-run-times"":""299.41:293.59:254.86:255.58:254.07:254.43:254.28:254.78:254.53""}"	pts/ior-1.1.1	IOR	3.3.0	Block Size: 256MB - Disk Target: Default Test Directory	MB/s	HIB	IOR: Block Size: 256MB - Disk Target: Default Test Directory	IOR: Block Size: 256MB - Disk Target: Default Test Directory [MB/s]
74	74	74	34.0	cntr-nofopen-keepcache	420.678	421.443:420.381:420.201	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-O2 -lm -lmpi""},""min-result"":440.97,""max-result"":518.92,""test-run-times"":""499.63:500.86:500.56""}"	pts/ior-1.1.1	IOR	3.3.0	Block Size: 512MB - Disk Target: Default Test Directory	MB/s	HIB	IOR: Block Size: 512MB - Disk Target: Default Test Directory	IOR: Block Size: 512MB - Disk Target: Default Test Directory [MB/s]
75	75	75	35.0	cntr-nofopen-keepcache	453.159	440.217:459.333:459.92699999999996	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-O2 -lm -lmpi""},""min-result"":170.22,""max-result"":570.14,""test-run-times"":""974.13:921.10:918.91""}"	pts/ior-1.1.1	IOR	3.3.0	Block Size: 1024MB - Disk Target: Default Test Directory	MB/s	HIB	IOR: Block Size: 1024MB - Disk Target: Default Test Directory	IOR: Block Size: 1024MB - Disk Target: Default Test Directory [MB/s]
76	76	76	36.0	cntr-nofopen-keepcache	405.09000000000003	407.142:406.827:401.301	"{""test-run-times"":""62.24:58.37:58.74""}"	pts/compilebench-1.0.3	Compile Bench	0.6	Test: Compile	MB/s	HIB	Compile Bench: Test: Compile	Compile Bench: Test: Compile [MB/s]
77	77	77	37.0	cntr-nofopen-keepcache	127.053	126.30600000000001:127.269:127.58399999999999		pts/compilebench-1.0.3	Compile Bench	0.6	Test: Initial Create	MB/s	HIB	Compile Bench: Test: Initial Create	Compile Bench: Test: Initial Create [MB/s]
78	78	78	38.0	cntr-nofopen-keepcache	301.68	304.803:303.075:297.16200000000003		pts/compilebench-1.0.3	Compile Bench	0.6	Test: Read Compiled Tree	MB/s	HIB	Compile Bench: Test: Read Compiled Tree	Compile Bench: Test: Read Compiled Tree [MB/s]
79	79	79	39.0	cntr-nofopen-keepcache	1551.6000000000001	1562.4:1540.8:1551.6000000000001	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-O3""},""test-run-times"":""144.18:146.70:145.63""}"	pts/postmark-1.1.2	PostMark	1.51	Disk Transaction Performance	TPS	HIB	PostMark: Disk Transaction Performance	PostMark: Disk Transaction Performance [TPS]
80	80	80	0.0	cntr	11.888800000000002	11.924000000000001:11.8899:11.8514	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-O2 -lz -lm -ldl -lpthread""},""test-run-times"":""10.84:10.81:10.77""}"	pts/sqlite-2.1.0	SQLite	3.30.1	Threads / Copies: 1	Seconds	LIB	SQLite: Threads / Copies: 1	SQLite: Threads / Copies: 1 [Seconds]
81	81	81	1.0	cntr	60.97520000000001	61.936600000000006:60.98290000000001:60.005	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-O2 -lz -lm -ldl -lpthread""},""test-run-times"":""56.31:55.44:54.55""}"	pts/sqlite-2.1.0	SQLite	3.30.1	Threads / Copies: 8	Seconds	LIB	SQLite: Threads / Copies: 8	SQLite: Threads / Copies: 8 [Seconds]
82	82	82	2.0	cntr	82.28880000000001	237.40530000000004:91.2076:69.4793:71.63090000000001:71.6936:69.9864:72.8024:68.4013:66.78980000000001:69.0481:69.19440000000002:68.6191:70.2196:68.9931:68.8666	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-O2 -lz -lm -ldl -lpthread""},""test-run-times"":""215.82:82.92:63.16:65.12:65.18:63.62:66.18:62.18:60.72:62.77:62.90:62.38:63.84:62.72:62.61""}"	pts/sqlite-2.1.0	SQLite	3.30.1	Threads / Copies: 32	Seconds	LIB	SQLite: Threads / Copies: 32	SQLite: Threads / Copies: 32 [Seconds]
83	83	83	3.0	cntr	139.9288	136.1239:138.90470000000002:143.8052:140.87920000000003	"{""compiler-options"":{""compiler-type"":""CC"",""compiler"":""gcc"",""compiler-options"":""-O2 -lz -lm -ldl -lpthread""},""test-run-times"":""123.75:126.28:130.73:128.07""}"	pts/sqlite-2.1.0	SQLite	3.30.1	Threads / Copies: 64	Seconds	LIB	SQLite: Threads / Copies: 64	SQLite: Threads / Copies: 64 [Seconds]
